ReefID_Name,Ocean,Country,State.Province.Island,City.Town,Year,Date,Depth,Organism.Code
177.12.08E.17.47.39S | Sunflower,Pacific,Fiji,Mamanucas,Nandi,2007,7-Sep-07,8.0,Bleaching (% of population)
177.13.33E.17.42.11S | Navini,Pacific,Fiji,Mamanucas,Nandi,2003,27-Jun-03,5.0,Bleaching (% of population)
177.16.04E.17.39.06S | Treasure Island,Pacific,Fiji,Mamanucas,Nandi,2003,17-Oct-03,1.0,Bleaching (% of population)
177.16.06E.18.03.43S | Likuri Pass North Wall,Pacific,Fiji,,,2003,11-Jul-03,10.0,Bleaching (% of population)
177.16.06E.18.03.90S | Likuri Pass South outer wall,Pacific,Fiji,,,2003,11-Jul-03,10.0,Bleaching (% of population)
177.16.32E.17.43.14S | Malamala,Pacific,Fiji,Mamanucas,Nandi,2003,1-Jul-03,7.0,Bleaching (% of population)
177.18.505E.17.33.795S | Samu's Reef,Pacific,Fiji,Viti Levu,Lautoka,2007,27-Oct-07,10.0,Bleaching (% of population)
177.18.505E.17.33.795S | Samu's Reef,Pacific,Fiji,Viti Levu,Lautoka,2008,22-Nov-08,10.0,Bleaching (% of population)
177.18.911E.16.57.658S | Vawa,Pacific,Fiji,Yasawas,Eastern side of Vawa Island,2003,29-Jul-03,4.5,Bleaching (% of population)
177.19.199E.16.57.221S | Whiskey Reef (off western shore of Macatawa Levu Island),Pacific,Fiji,Tavewa/Yasawas,West Side Watersports,2006,10-Sep-06,10.0,Bleaching (% of population)
177.19.199E.16.57.221S | Whiskey Reef (off western shore of Macatawa Levu Island),Pacific,Fiji,Tavewa/Yasawas,West Side Watersports,2007,27-Nov-07,10.0,Bleaching (% of population)
177.20.21E.17.34.99S | Vuna Qiliqili,Pacific,Fiji,Lautoka,,2003,13-May-03,3.0,Bleaching (% of population)
177.21.20E.17.32.34S | Nakubu Reef,Pacific,Fiji,Lautoka,,2003,12-May-03,3.0,Bleaching (% of population)
177.21.46E.16.55.08S | Rocky Bay,Pacific,Fiji,Yasawas,West side of Tavewa,2003,2-Aug-03,6.5,Bleaching (% of population)
177.23.125E.16.54.843S | Oarmans Bay,Pacific,Fiji,Nacula Island,Oarsman Bay,2006,11-May-06,5.5,Bleaching (% of population)
177.23.125E.16.54.843S | Oarmans Bay,Pacific,Fiji,Nacula Island,Oarsman Bay,2007,11-Nov-07,3.0,Bleaching (% of population)
177.23.236E.16.52.543S | Wonderland (off western shore of Nacula Island),Pacific,Fiji,Tavewa/Tasawas,West Side Watersports,2006,10-Sep-06,5.0,Bleaching (% of population)
177.23.236E.16.52.543S | Wonderland (off western shore of Nacula Island),Pacific,Fiji,Tavewa/Tasawas,West Side Watersports,2007,26-Nov-07,5.0,Bleaching (% of population)
"177.35.81E.18.10.81S | Tukituki, Vatukarasa Reef",Pacific,Fiji,Coral Coast,AquaSafaris,2006,1-Aug-06,8.0,Bleaching (% of population)
"177.35.81E.18.10.81S | Tukituki, Vatukarasa Reef",Pacific,Fiji,Coral Coast,AquaSafaris,2007,1-Nov-07,8.0,Bleaching (% of population)
"177.35.81E.18.10.81S | Tukituki, Vatukarasa Reef",Pacific,Fiji,Coral Coast,AquaSafaris,2007,1-Nov-07,15.0,Bleaching (% of population)
"177.35.81E.18.10.81S | Tukituki, Vatukarasa Reef",Pacific,Fiji,Coral Coast,AquaSafaris,2008,19-Nov-08,6.0,Bleaching (% of population)
"177.35.81E.18.10.81S | Tukituki, Vatukarasa Reef",Pacific,Fiji,Coral Coast,AquaSafaris,2008,19-Nov-08,14.0,Bleaching (% of population)
177.36.09E.18.11.50S | Cowrie Crawl,Pacific,Fiji,Coral Coast,Aquasafari,2006,1-Aug-06,11.0,Bleaching (% of population)
177.36.09E.18.11.50S | Cowrie Crawl,Pacific,Fiji,Coral Coast,Aquasafari,2006,1-Aug-06,15.0,Bleaching (% of population)
177.36.09E.18.11.50S | Cowrie Crawl,Pacific,Fiji,Coral Coast,Aquasafari,2007,31-Oct-07,7.0,Bleaching (% of population)
177.36.09E.18.11.50S | Cowrie Crawl,Pacific,Fiji,Coral Coast,Aquasafari,2007,31-Oct-07,15.0,Bleaching (% of population)
177.36.09E.18.11.50S | Cowrie Crawl,Pacific,Fiji,Coral Coast,Aquasafari,2008,19-Nov-08,6.0,Bleaching (% of population)
177.36.09E.18.11.50S | Cowrie Crawl,Pacific,Fiji,Coral Coast,Aquasafari,2008,19-Nov-08,11.0,Bleaching (% of population)
177.4.54.8E.17.34.11.4S | Magic Mushrooms,Pacific,Fiji,Nadroga Navosa,Nadi,2004,3-Dec-04,6.0,Bleaching (% of population)
177.40.50E.18.10.60S | Kingdom Hall,Pacific,Fiji,Votua,,2003,22-Jul-03,1.0,Bleaching (% of population)
177.41.5.8E.18.12.29.4S | The Edge,Pacific,Fiji,Coral Coast,Diveaway at Hideaway,2007,30-Oct-07,15.0,Bleaching (% of population)
177.41.5.8E.18.12.29.4S | The Edge,Pacific,Fiji,Coral Coast,Diveaway at Hideaway,2008,20-Nov-08,15.0,Bleaching (% of population)
177.42.77E.18.13.22S | Morgan's Wall,Pacific,Fiji,Votua,,2003,23-Jul-03,11.0,Bleaching (% of population)
177.7.17E.17.43.18S | Castaway Cut,Pacific,Fiji,Mamanucas,,2004,16-Sep-04,3.0,Bleaching (% of population)
177.7.24E.17.44.28S | Inner Barrier SW Qalito Island,Pacific,Fiji,Mamanucas,,2004,10-Nov-04,3.0,Bleaching (% of population)
177.7.35E.17.43.56S | Inner Barrier/Castaway Resort,Pacific,Fiji,Mamanucas,,2004,23-Nov-04,5.0,Bleaching (% of population)
177.7.47E.17.43.52S | North Castaway,Pacific,Fiji,Mamanucas,"Nandi, Cousteau Rock",2003,19-Jun-03,5.0,Bleaching (% of population)
177.7.47E.17.43.52S | North Castaway,Pacific,Fiji,Mamanucas,"Nandi, Cousteau Rock",2004,10-Sep-04,5.0,Bleaching (% of population)
"177.8.15E.17.44.19S | House Reef, Raviniake",Pacific,Fiji,Mamanucas,,2004,7-Sep-04,3.0,Bleaching (% of population)
177.8.26E.17.44.8S | Castaway Wall,Pacific,Fiji,Mamanucas,,2004,29-Nov-04,4.0,Bleaching (% of population)
177.8.28E.17.45.35S | Fragle Rock,Pacific,Fiji,Mamanucas,,2004,10-Nov-04,3.0,Bleaching (% of population)
177.8.57E.17.43.2S | Honeymoon Island,Pacific,Fiji,Mamanucas,,2004,9-Sep-04,5.0,Bleaching (% of population)
177.8.7E.17.44.15S | Ravanaki House Reef,Pacific,Fiji,Mamanucas,,2004,25-Oct-04,14.0,Bleaching (% of population)
177.8.87E.17.44.41S | Likuliku 4,Pacific,Fiji,Mamanucas,Malolo Island,2004,3-Sep-04,3.0,Bleaching (% of population)
177.9.2E.17.44.0S | Nayauu Levu,Pacific,Fiji,Mamanucas,,2004,3-Nov-04,3.0,Bleaching (% of population)
178.05.37E.18.24.47S | Lawaki Beach Resort House Reef South,Pacific,Fiji,Beqa Island,Lawaki,2003,27-Nov-03,2.0,Bleaching (% of population)
178.05.37E.18.24.47S | Lawaki Beach Resort House Reef South,Pacific,Fiji,Beqa Island,Lawaki,2004,14-Jul-04,1.0,Bleaching (% of population)
"178.08.98E.18.20.25S | Sea Fan, Storm Island",Pacific,Fiji,Beqa,Lalati Resort,2007,22-Jan-07,5.0,Bleaching (% of population)
"178.08.98E.18.20.25S | Sea Fan, Storm Island",Pacific,Fiji,Beqa,Lalati Resort,2007,22-Jan-07,10.0,Bleaching (% of population)
178.08.99E.18 21.67S | Clint's Corner,Pacific,Fiji,Beqa,Lalati Resort,2007,24-Jan-07,1.5,Bleaching (% of population)
178.08.99E.18 21.67S | Clint's Corner,Pacific,Fiji,Beqa,Lalati Resort,2007,24-Jan-07,5.0,Bleaching (% of population)
178.09099E.18.40896S | Lawaki Beach House,Pacific,Fiji,Beqa,Beqa,2008,13-Nov-08,2.0,Bleaching (% of population)
178.11.923E.17.16.757S | Ucuinaruru,Pacific,Fiji,Ba,Nananu-I-Ra,2004,29-Nov-04,5.0,Bleaching (% of population)
178.11.945E.17.16.978S | Nawawa East,Pacific,Fiji,Ba,Nananu-I-Ra,2004,28-Nov-04,5.0,Bleaching (% of population)
178.12.415E.17.17.201S | Nawawa West,Pacific,Fiji,Ba,Nananu-I-Ra,2004,28-Nov-04,5.0,Bleaching (% of population)
178.12.634E.17.17.353S | Nukutovutovu,Pacific,Fiji,Ba,Nananu-I-Ra,2004,29-Nov-04,5.0,Bleaching (% of population)
178.12.637E.17.17.397S | Vunivesi,Pacific,Fiji,Ba,Nananu-i-Ra,2004,1-Dec-04,5.0,Bleaching (% of population)
178.12.736E.17.16.854S | One Bay,Pacific,Fiji,Ba,Nananu-I-Ra,2004,27-Nov-04,5.0,Bleaching (% of population)
178.12.807E.17.17.472S | Wainalovo West,Pacific,Fiji,Ba,Nananu-I-Ra,2004,1-Dec-04,5.0,Bleaching (% of population)
178.12.84E.17.17.395S | Wainalovo East,Pacific,Fiji,Ba,Nananu-I-Ra,2004,1-Dec-04,5.0,Bleaching (% of population)
178.12.97E.17.17.56S | Wainimaloro Bay/Safari Lodge Reef Slope,Pacific,Fiji,Ba/Viti Levu,Nananu-I-Ra,2003,30-Jul-03,1.5,Bleaching (% of population)
178.12.97E.17.17.56S | Wainimaloro Bay/Safari Lodge Reef Slope,Pacific,Fiji,Ba/Viti Levu,Nananu-I-Ra,2003,30-Jul-03,5.0,Bleaching (% of population)
178.12.97E.17.17.56S | Wainimaloro Bay/Safari Lodge Reef Slope,Pacific,Fiji,Ba/Viti Levu,Nananu-I-Ra,2005,21-Aug-05,5.0,Bleaching (% of population)
178.13.41E.17.17.22S | Lomanisue North,Pacific,Fiji,Ba,Nananu-I-Ra,2004,30-Nov-04,5.0,Bleaching (% of population)
178.13.47E.17.17.6S | Lomanisue South,Pacific,Fiji,Ba,Nananu-I-Ra,2004,30-Nov-04,5.0,Bleaching (% of population)
178.13.52E.17.16.6S | Kosova Point,Pacific,Fiji,Ba,Nananu-I-Ra,2004,27-Nov-04,5.0,Bleaching (% of population)
178.13.61E.17.16.92S | Kosova Bay,Pacific,Fiji,Ba,Nananu-I-Ra,2004,30-Nov-04,5.0,Bleaching (% of population)
178.16.433E.16.50.346S | Pita's Passage,Pacific,Fiji,,,2002,14-Mar-02,10.0,Bleaching (% of population)
178.16.433E.16.50.346S | Pita's Passage,Pacific,Fiji,,,2002,21-Jun-02,5.0,Bleaching (% of population)
178.16.433E.16.50.346S | Pita's Passage,Pacific,Fiji,,,2002,21-Jun-02,10.0,Bleaching (% of population)
178.16.433E.16.50.346S | Pita's Passage,Pacific,Fiji,,,2003,19-Mar-03,5.0,Bleaching (% of population)
178.16.433E.16.50.346S | Pita's Passage,Pacific,Fiji,,,2003,19-Mar-03,10.0,Bleaching (% of population)
178.16.433E.16.50.346S | Pita's Passage,Pacific,Fiji,,,2003,10-Jun-03,5.0,Bleaching (% of population)
178.16.433E.16.50.346S | Pita's Passage,Pacific,Fiji,,,2003,10-Jun-03,10.0,Bleaching (% of population)
178.16.433E.16.50.346S | Pita's Passage,Pacific,Fiji,,,2003,30-Aug-03,5.0,Bleaching (% of population)
178.16.433E.16.50.346S | Pita's Passage,Pacific,Fiji,,,2003,30-Aug-03,10.0,Bleaching (% of population)
178.16.433E.16.50.346S | Pita's Passage,Pacific,Fiji,,,2003,5-Dec-03,5.0,Bleaching (% of population)
178.16.433E.16.50.346S | Pita's Passage,Pacific,Fiji,,,2003,5-Dec-03,10.0,Bleaching (% of population)
178.16.440E.16.49.749S | Shark Alley,Pacific,Fiji,,,2002,11-Jun-02,5.0,Bleaching (% of population)
178.16.440E.16.49.749S | Shark Alley,Pacific,Fiji,,,2002,11-Jun-02,10.0,Bleaching (% of population)
178.16.440E.16.49.749S | Shark Alley,Pacific,Fiji,,,2003,4-Mar-03,5.0,Bleaching (% of population)
178.16.440E.16.49.749S | Shark Alley,Pacific,Fiji,,,2003,4-Mar-03,10.0,Bleaching (% of population)
178.16.440E.16.49.749S | Shark Alley,Pacific,Fiji,,,2003,3-Jun-03,5.0,Bleaching (% of population)
178.16.440E.16.49.749S | Shark Alley,Pacific,Fiji,,,2003,3-Jun-03,10.0,Bleaching (% of population)
178.16.440E.16.49.749S | Shark Alley,Pacific,Fiji,,,2003,26-Aug-03,5.0,Bleaching (% of population)
178.16.440E.16.49.749S | Shark Alley,Pacific,Fiji,,,2003,26-Aug-03,10.0,Bleaching (% of population)
178.16.440E.16.49.749S | Shark Alley,Pacific,Fiji,,,2003,2-Dec-03,5.0,Bleaching (% of population)
178.16.440E.16.49.749S | Shark Alley,Pacific,Fiji,,,2003,2-Dec-03,10.0,Bleaching (% of population)
178.16.537E.16.48.443S | Naiyacayaca,Pacific,Fiji,,,2002,11-Mar-02,10.0,Bleaching (% of population)
178.16.537E.16.48.443S | Naiyacayaca,Pacific,Fiji,,,2002,31-May-02,5.0,Bleaching (% of population)
178.16.537E.16.48.443S | Naiyacayaca,Pacific,Fiji,,,2002,31-May-02,10.0,Bleaching (% of population)
178.16.537E.16.48.443S | Naiyacayaca,Pacific,Fiji,,,2003,1-Mar-03,5.0,Bleaching (% of population)
178.16.537E.16.48.443S | Naiyacayaca,Pacific,Fiji,,,2003,1-Mar-03,10.0,Bleaching (% of population)
178.16.537E.16.48.443S | Naiyacayaca,Pacific,Fiji,,,2003,11-Jun-03,5.0,Bleaching (% of population)
178.16.537E.16.48.443S | Naiyacayaca,Pacific,Fiji,,,2003,11-Jun-03,10.0,Bleaching (% of population)
178.16.537E.16.48.443S | Naiyacayaca,Pacific,Fiji,,,2003,25-Aug-03,5.0,Bleaching (% of population)
178.16.537E.16.48.443S | Naiyacayaca,Pacific,Fiji,,,2003,25-Aug-03,10.0,Bleaching (% of population)
178.17.633E.16.47.642S | Korovou,Pacific,Fiji,,,2002,22-Jun-02,5.0,Bleaching (% of population)
178.17.633E.16.47.642S | Korovou,Pacific,Fiji,,,2002,22-Jun-02,10.0,Bleaching (% of population)
178.17.633E.16.47.642S | Korovou,Pacific,Fiji,,,2003,18-Mar-03,5.0,Bleaching (% of population)
178.17.633E.16.47.642S | Korovou,Pacific,Fiji,,,2003,18-Mar-03,10.0,Bleaching (% of population)
178.17.633E.16.47.642S | Korovou,Pacific,Fiji,,,2003,4-Sep-03,5.0,Bleaching (% of population)
178.17.633E.16.47.642S | Korovou,Pacific,Fiji,,,2003,4-Sep-03,10.0,Bleaching (% of population)
178.17.633E.16.47.642S | Korovou,Pacific,Fiji,,,2003,29-Nov-03,5.0,Bleaching (% of population)
178.17.633E.16.47.642S | Korovou,Pacific,Fiji,,,2003,29-Nov-03,10.0,Bleaching (% of population)
178.17.885E.16.50.452S | OJ's,Pacific,Fiji,,,2003,26-Feb-03,5.0,Bleaching (% of population)
178.17.885E.16.50.452S | OJ's,Pacific,Fiji,,,2003,26-Feb-03,10.0,Bleaching (% of population)
178.17.885E.16.50.452S | OJ's,Pacific,Fiji,,,2003,23-May-03,5.0,Bleaching (% of population)
178.17.885E.16.50.452S | OJ's,Pacific,Fiji,,,2003,23-May-03,10.0,Bleaching (% of population)
178.17.885E.16.50.452S | OJ's,Pacific,Fiji,,,2003,21-Aug-03,5.0,Bleaching (% of population)
178.17.885E.16.50.452S | OJ's,Pacific,Fiji,,,2003,21-Aug-03,10.0,Bleaching (% of population)
178.17.885E.16.50.452S | OJ's,Pacific,Fiji,,,2003,27-Nov-03,5.0,Bleaching (% of population)
178.17.885E.16.50.452S | OJ's,Pacific,Fiji,,,2003,27-Nov-03,10.0,Bleaching (% of population)
178.18.305E.16.50.310S | Pinnacle,Pacific,Fiji,,,2002,13-Jun-02,5.0,Bleaching (% of population)
178.18.305E.16.50.310S | Pinnacle,Pacific,Fiji,,,2002,13-Jun-02,10.0,Bleaching (% of population)
178.18.305E.16.50.310S | Pinnacle,Pacific,Fiji,,,2003,26-Feb-03,5.0,Bleaching (% of population)
178.18.305E.16.50.310S | Pinnacle,Pacific,Fiji,,,2003,26-Feb-03,10.0,Bleaching (% of population)
178.18.305E.16.50.310S | Pinnacle,Pacific,Fiji,,,2003,18-Aug-03,5.0,Bleaching (% of population)
178.18.305E.16.50.310S | Pinnacle,Pacific,Fiji,,,2003,18-Aug-03,10.0,Bleaching (% of population)
178.18.517E.16.47.795S | Makamaka Point,Pacific,Fiji,,,2002,10-Jun-02,5.0,Bleaching (% of population)
178.18.517E.16.47.795S | Makamaka Point,Pacific,Fiji,,,2002,10-Jun-02,10.0,Bleaching (% of population)
178.18.517E.16.47.795S | Makamaka Point,Pacific,Fiji,,,2003,7-Jun-03,5.0,Bleaching (% of population)
178.18.517E.16.47.795S | Makamaka Point,Pacific,Fiji,,,2003,7-Jun-03,10.0,Bleaching (% of population)
178.18.517E.16.47.795S | Makamaka Point,Pacific,Fiji,,,2003,23-Aug-03,5.0,Bleaching (% of population)
178.18.517E.16.47.795S | Makamaka Point,Pacific,Fiji,,,2003,23-Aug-03,10.0,Bleaching (% of population)
178.18.663E.16.50.382S | Manta Ray Point,Pacific,Fiji,,,2002,13-Jun-02,5.0,Bleaching (% of population)
178.18.663E.16.50.382S | Manta Ray Point,Pacific,Fiji,,,2002,13-Jun-02,10.0,Bleaching (% of population)
178.18.663E.16.50.382S | Manta Ray Point,Pacific,Fiji,,,2003,27-Feb-03,5.0,Bleaching (% of population)
178.18.663E.16.50.382S | Manta Ray Point,Pacific,Fiji,,,2003,27-Feb-03,10.0,Bleaching (% of population)
178.18.663E.16.50.382S | Manta Ray Point,Pacific,Fiji,,,2003,20-Aug-03,5.0,Bleaching (% of population)
178.18.663E.16.50.382S | Manta Ray Point,Pacific,Fiji,,,2003,20-Aug-03,10.0,Bleaching (% of population)
178.18.663E.16.50.382S | Manta Ray Point,Pacific,Fiji,,,2003,25-Nov-03,5.0,Bleaching (% of population)
178.18.663E.16.50.382S | Manta Ray Point,Pacific,Fiji,,,2003,25-Nov-03,10.0,Bleaching (% of population)
178.19.493E.16.48.007S | Denimanu,Pacific,Fiji,,,2002,20-Jun-02,5.0,Bleaching (% of population)
178.19.493E.16.48.007S | Denimanu,Pacific,Fiji,,,2002,20-Jun-02,10.0,Bleaching (% of population)
178.19.493E.16.48.007S | Denimanu,Pacific,Fiji,,,2003,1-Mar-03,5.0,Bleaching (% of population)
178.19.493E.16.48.007S | Denimanu,Pacific,Fiji,,,2003,1-Mar-03,10.0,Bleaching (% of population)
178.19.493E.16.48.007S | Denimanu,Pacific,Fiji,,,2003,9-Jun-03,5.0,Bleaching (% of population)
178.19.493E.16.48.007S | Denimanu,Pacific,Fiji,,,2003,9-Jun-03,10.0,Bleaching (% of population)
178.19.493E.16.48.007S | Denimanu,Pacific,Fiji,,,2003,25-Aug-03,5.0,Bleaching (% of population)
178.19.493E.16.48.007S | Denimanu,Pacific,Fiji,,,2003,25-Aug-03,10.0,Bleaching (% of population)
178.19.493E.16.48.007S | Denimanu,Pacific,Fiji,,,2003,4-Dec-03,5.0,Bleaching (% of population)
178.19.493E.16.48.007S | Denimanu,Pacific,Fiji,,,2003,4-Dec-03,10.0,Bleaching (% of population)
178.19.666E.16.50.105S | Oberns Delight,Pacific,Fiji,,,2002,20-Jun-02,5.0,Bleaching (% of population)
178.19.666E.16.50.105S | Oberns Delight,Pacific,Fiji,,,2002,20-Jun-02,10.0,Bleaching (% of population)
178.19.666E.16.50.105S | Oberns Delight,Pacific,Fiji,,,2003,25-Feb-03,5.0,Bleaching (% of population)
178.19.666E.16.50.105S | Oberns Delight,Pacific,Fiji,,,2003,25-Feb-03,10.0,Bleaching (% of population)
178.19.666E.16.50.105S | Oberns Delight,Pacific,Fiji,,,2003,19-Aug-03,5.0,Bleaching (% of population)
178.19.666E.16.50.105S | Oberns Delight,Pacific,Fiji,,,2003,19-Aug-03,10.0,Bleaching (% of population)
178.19.666E.16.50.105S | Oberns Delight,Pacific,Fiji,,,2003,24-Nov-03,5.0,Bleaching (% of population)
178.19.666E.16.50.105S | Oberns Delight,Pacific,Fiji,,,2003,24-Nov-03,10.0,Bleaching (% of population)
178.20.146E.19.03.844S | Eagle Rock,Pacific,Fiji,Kadavu,Matava Resort,2007,25-Nov-07,12.0,Bleaching (% of population)
178.20.308E.19.3.646S | Eagle Rock/Nacomoto Passage,Pacific,Fiji,Kadavu,Matava Resort,2005,1-Feb-05,10.0,Bleaching (% of population)
178.20.308E.19.3.646S | Eagle Rock/Nacomoto Passage,Pacific,Fiji,Kadavu,Matava Resort,2006,28-Aug-06,13.0,Bleaching (% of population)
178.20.308E.19.3.646S | Eagle Rock/Nacomoto Passage,Pacific,Fiji,Kadavu,Matava Resort,2008,5-Nov-08,11.0,Bleaching (% of population)
178.20.40E.19.0.20S | Vesi Bay,Pacific,Fiji,Kadavu,Matava Resort,2006,26-Aug-06,10.0,Bleaching (% of population)
178.21.98E.18.08.64S | Muiavuso Flats,Pacific,Fiji,Viti Levu,Suva,2003,16-Jun-03,1.5,Bleaching (% of population)
178.21.98E.18.08.64S | Muiavuso Flats,Pacific,Fiji,Viti Levu,Suva,2004,23-Aug-04,1.0,Bleaching (% of population)
178.22E.18.8.63S | Muiavuso Slope,Pacific,Fiji,Viti Levu,Suva,2004,23-Aug-04,7.5,Bleaching (% of population)
178.23.24E.18.10.01S | Dennis Patch,Pacific,Fiji,Suva Harbor,Suva,2003,19-Jun-03,5.0,Bleaching (% of population)
178.23.24E.18.10.01S | Dennis Patch,Pacific,Fiji,Suva Harbor,Suva,2004,22-Jun-04,5.0,Bleaching (% of population)
178.23.98E.18.09.58S | Fish Patch,Pacific,Fiji,Suva Harbor,,2003,19-Jun-03,5.0,Bleaching (% of population)
178.23.98E.18.09.58S | Fish Patch,Pacific,Fiji,Suva Harbor,,2004,22-Jun-04,3.0,Bleaching (% of population)
178.23.98E.18.09.58S | Fish Patch,Pacific,Fiji,Suva Harbor,,2004,22-Jun-04,10.0,Bleaching (% of population)
178.23.98E.18.09.58S | Fish Patch,Pacific,Fiji,Suva Harbor,,2008,8-Jan-08,5.0,Bleaching (% of population)
178.23.98E.18.09.58S | Fish Patch,Pacific,Fiji,Suva Harbor,,2008,8-Jan-08,10.0,Bleaching (% of population)
178.23.98E.18.09.58S | Fish Patch,Pacific,Fiji,Suva Harbor,,2008,20-Aug-08,6.0,Bleaching (% of population)
178.23.98E.18.09.58S | Fish Patch,Pacific,Fiji,Suva Harbor,,2008,20-Aug-08,10.0,Bleaching (% of population)
178.27.003E.19.02.545S | Vesi Bay,Pacific,Fiji,Kadavu,Matava Resort,2007,25-Nov-07,10.0,Bleaching (% of population)
178.27.003E.19.02.545S | Vesi Bay,Pacific,Fiji,Kadavu,Matava Resort,2008,6-Nov-08,10.0,Bleaching (% of population)
178.28.52E.18.11.07S | Nukubuco Flats,Pacific,Fiji,Viti Levu,Suva,2004,23-Aug-04,1.0,Bleaching (% of population)
178.30.25E.17.10.50S | Humann Nature,Pacific,Fiji,Vatu-i-Ra,,2006,21-May-06,6.0,Bleaching (% of population)
178.31.223E.17.8.068S | Humann Nature,Pacific,Fiji,Vatu-i-Ra,Nai'a Cruises,2007,28-Oct-07,5.0,Bleaching (% of population)
178.31.223E.17.8.068S | Humann Nature,Pacific,Fiji,Vatu-i-Ra,Nai'a Cruises,2008,1-Dec-08,4.0,Bleaching (% of population)
178.31.353E.17.20.824S | Mount Mutiny,Pacific,Fiji,Vatu-i-Ra,Nai'a Cruises,2007,2-Nov-07,7.0,Bleaching (% of population)
178.31.353E.17.20.824S | Mount Mutiny,Pacific,Fiji,Vatu-i-Ra,Nai'a Cruises,2008,30-Nov-08,7.0,Bleaching (% of population)
178.31.495E.17.08.183S | Cat's Meow Shoal,Pacific,Fiji,Vatu-i-Ra,Nai'a,2007,28-Oct-07,16.0,Bleaching (% of population)
178.31.495E.17.08.183S | Cat's Meow Shoal,Pacific,Fiji,Vatu-i-Ra,Nai'a,2008,1-Dec-08,17.0,Bleaching (% of population)
178.35.543E.17.19.816S | E6,Pacific,Fiji,Vatu-i-Ra,Nai'a,2007,2-Nov-07,12.0,Bleaching (% of population)
178.35.543E.17.19.816S | E6,Pacific,Fiji,Vatu-i-Ra,Nai'a,2008,30-Nov-08,12.0,Bleaching (% of population)
178.35.7W.16.41.8S | Waitabu Cut,Pacific,Fiji,Taveuni,Waitabu village,2007,12-Feb-07,5.0,Bleaching (% of population)
178.35.7W.16.41.8S | Waitabu Cut,Pacific,Fiji,Taveuni,Waitabu village,2008,29-Feb-08,5.0,Bleaching (% of population)
178.45.091E.16.28.171S | Bella's Reef Nadogo,Pacific,Fiji,Vanua Levu,Cakau Levu,2004,15-Dec-04,5.0,Bleaching (% of population)
178.49.557E.16.29.345S | Vatuka Island,Pacific,Fiji,Vanua Levu,"Cakau Levu, Nadogo Island",2004,6-Dec-04,5.0,Bleaching (% of population)
178.49.557E.16.29.345S | Vatuka Island,Pacific,Fiji,Vanua Levu,"Cakau Levu, Nadogo Island",2004,6-Dec-04,10.0,Bleaching (% of population)
178.5.37E.18.24.47S | Lawaki Beach Resort House Reef North,Pacific,Fiji,Beqa Island,Lawaki,2003,27-Nov-03,2.0,Bleaching (% of population)
178.5.37E.18.24.47S | Lawaki Beach Resort House Reef North,Pacific,Fiji,Beqa Island,Lawaki,2004,14-Jul-04,1.0,Bleaching (% of population)
178.5.37E.18.24.47S2 | Lawaki Beach Resort (Deeper Reef Edge),Pacific,Fiji,Beqa Island,,2004,14-Jul-04,5.0,Bleaching (% of population)
178.54.806E.16.19.674S | Raviravi Naku Pass Inner Reef,Pacific,Fiji,Vanua Levu,Cakau Levu,2004,7-Dec-04,4.7,Bleaching (% of population)
178.55.383E.16.19.49S | Raviravi Nuku Passage,Pacific,Fiji,Vanua Levu,Cakau Levu,2004,7-Dec-04,12.0,Bleaching (% of population)
178.56.388E.17.34.961S | Wakaya Lion's Den,Pacific,Fiji,Wakaya Island,Wakaya,2007,1-Nov-07,7.0,Bleaching (% of population)
178.56.388E.17.34.961S | Wakaya Lion's Den,Pacific,Fiji,Wakaya Island,Wakaya,2008,24-Nov-08,9.0,Bleaching (% of population)
179.01.66E.16.23.31S | Motuli Bawa,Pacific,Fiji,Vanua Levu,Cakau Levu,2004,7-Dec-04,4.0,Bleaching (% of population)
179.01.961E.16.12.78S | Timeless,Pacific,Fiji,Vanua Levu,Cakau Levu,2004,8-Dec-04,10.0,Bleaching (% of population)
179.03.116E.16.10.574S | The End of the World,Pacific,Fiji,Vanua Levu,Cakau Levu,2004,9-Dec-04,12.0,Bleaching (% of population)
179.03.754E.17.06.621S | Tetons,Pacific,Fiji,Namena,Vanua Levu,2007,29-Oct-07,5.0,Bleaching (% of population)
179.03.754E.17.06.621S | Tetons,Pacific,Fiji,Namena,Vanua Levu,2008,25-Nov-08,4.0,Bleaching (% of population)
179.03.829E.17.06.796S | 2 Thumbs Up Arch Bommie,Pacific,Fiji,Namena,Nai'a,2007,30-Oct-07,16.0,Bleaching (% of population)
179.03.829E.17.06.796S | 2 Thumbs Up Arch Bommie,Pacific,Fiji,Namena,Nai'a,2008,25-Nov-08,17.0,Bleaching (% of population)
179.06.277E.16.13.807S | Islet off Kia,Pacific,Fiji,Vanua Levu,Cakau Levu,2004,9-Dec-04,5.0,Bleaching (% of population)
179.1.961E.17.12.78S | Fernando's Hideaway,Pacific,Fiji,Vanua Levu,Cakau Levu,2004,8-Dec-04,6.0,Bleaching (% of population)
179.10.08E.16.23.458S | Cukini/Nadogo Mangrove Island,Pacific,Fiji,Vanua Levu,Cakau Levu,2004,9-Dec-04,11.0,Bleaching (% of population)
179.11.98E.16.46.47S | Dreadlocks,Pacific,Fiji,Cakaudrove,Savusavu,2005,13-Oct-05,21.7,Bleaching (% of population)
