Reef_info,Lat_Long,Location,Year_Date,Depth_and_Org,Segment_counts,Errors?,What errors?
151.47.039W.16.29.965S | Tapu (external slope),"16.0,29.0,57.9,S | 151.0,47.0,2.3,W",French Polynesia / nan / Bora Bora / Pacific,2006:25-Mar-06,15.0-Bleaching (% of colony),S1=1.0; S2=50.0; S3=20.0; S4=50.0,False,
151.47.039W.16.29.965S | Tapu (external slope),"16.0,29.0,57.9,S | 151.0,47.0,2.3,W",French Polynesia / nan / Bora Bora / Pacific,2006:25-Mar-06,7.0-Bleaching (% of population),S1=15.0; S2=15.0; S3=15.0; S4=15.0,False,
151.47.039W.16.29.965S | Tapu (external slope),"16.0,29.0,57.9,S | 151.0,47.0,2.3,W",French Polynesia / nan / Bora Bora / Pacific,2006:25-Mar-06,15.0-Bleaching (% of population),S1=10.0; S2=10.0; S3=10.0; S4=10.0,False,
151.47.039W.16.29.965S | Tapu (external slope),"16.0,29.0,57.9,S | 151.0,47.0,2.3,W",French Polynesia / nan / Bora Bora / Pacific,2007:30-Mar-07,7.0-Bleaching (% of colony),S1=25.0; S2=25.0; S3=25.0; S4=25.0,False,
151.47.039W.16.29.965S | Tapu (external slope),"16.0,29.0,57.9,S | 151.0,47.0,2.3,W",French Polynesia / nan / Bora Bora / Pacific,2007:30-Mar-07,15.0-Bleaching (% of colony),S1=1.0; S2=1.0; S3=1.0; S4=1.0,False,
151.47.039W.16.29.965S | Tapu (external slope),"16.0,29.0,57.9,S | 151.0,47.0,2.3,W",French Polynesia / nan / Bora Bora / Pacific,2007:30-Mar-07,7.0-Bleaching (% of population),S1=35.0; S2=35.0; S3=35.0; S4=35.0,False,
151.47.039W.16.29.965S | Tapu (external slope),"16.0,29.0,57.9,S | 151.0,47.0,2.3,W",French Polynesia / nan / Bora Bora / Pacific,2007:30-Mar-07,15.0-Bleaching (% of population),S1=20.0; S2=20.0; S3=20.0; S4=20.0,False,
151.47.324W.16.32.380S | Mohio,"16.0,32.0,22.8,S | 151.0,47.0,19.4,W",French Polynesia / Bora Bora / nan / Pacific,2002:8-Sep-02,0.8-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
151.47.324W.16.32.380S | Mohio,"16.0,32.0,22.8,S | 151.0,47.0,19.4,W",French Polynesia / Bora Bora / nan / Pacific,2002:8-Sep-02,0.8-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
151.47.324W.16.32.380S | Mohio,"16.0,32.0,22.8,S | 151.0,47.0,19.4,W",French Polynesia / Bora Bora / nan / Pacific,2003:8-Mar-03,0.8-Bleaching (% of colony),S1=2.0; S2=2.0; S3=2.0; S4=2.0,True,did not know if grouper recorded were 30cm or greater
151.47.324W.16.32.380S | Mohio,"16.0,32.0,22.8,S | 151.0,47.0,19.4,W",French Polynesia / Bora Bora / nan / Pacific,2003:8-Mar-03,0.8-Bleaching (% of population),S1=2.0; S2=2.0; S3=2.0; S4=2.0,True,did not know if grouper recorded were 30cm or greater
151.47.324W.16.32.380S | Mohio,"16.0,32.0,22.8,S | 151.0,47.0,19.4,W",French Polynesia / Bora Bora / nan / Pacific,2003:20-Oct-03,1.1-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
151.47.324W.16.32.380S | Mohio,"16.0,32.0,22.8,S | 151.0,47.0,19.4,W",French Polynesia / Bora Bora / nan / Pacific,2003:20-Oct-03,1.1-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
151.47.324W.16.32.380S | Mohio,"16.0,32.0,22.8,S | 151.0,47.0,19.4,W",French Polynesia / Bora Bora / nan / Pacific,2004:8-Mar-04,0.9-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
151.47.324W.16.32.380S | Mohio,"16.0,32.0,22.8,S | 151.0,47.0,19.4,W",French Polynesia / Bora Bora / nan / Pacific,2004:8-Mar-04,0.9-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
151.47.324W.16.32.380S | Mohio,"16.0,32.0,22.8,S | 151.0,47.0,19.4,W",French Polynesia / Bora Bora / nan / Pacific,2004:1-Sep-04,0.9-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
151.47.324W.16.32.380S | Mohio,"16.0,32.0,22.8,S | 151.0,47.0,19.4,W",French Polynesia / Bora Bora / nan / Pacific,2004:1-Sep-04,0.9-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
151.47.324W.16.32.380S | Mohio,"16.0,32.0,22.8,S | 151.0,47.0,19.4,W",French Polynesia / Bora Bora / nan / Pacific,2005:6-Oct-05,1.5-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
151.47.324W.16.32.380S | Mohio,"16.0,32.0,22.8,S | 151.0,47.0,19.4,W",French Polynesia / Bora Bora / nan / Pacific,2005:6-Oct-05,1.5-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
151.47.324W.16.32.380S | Mohio,"16.0,32.0,22.8,S | 151.0,47.0,19.4,W",French Polynesia / Bora Bora / nan / Pacific,2006:29-Mar-06,1.5-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
151.47.324W.16.32.380S | Mohio,"16.0,32.0,22.8,S | 151.0,47.0,19.4,W",French Polynesia / Bora Bora / nan / Pacific,2006:29-Mar-06,1.5-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
151.47.324W.16.32.380S | Mohio,"16.0,32.0,22.8,S | 151.0,47.0,19.4,W",French Polynesia / Bora Bora / nan / Pacific,2007:21-Mar-07,1.3-Bleaching (% of colony),S1=0.5; S2=0.5; S3=0.5; S4=0.5,False,
151.47.324W.16.32.380S | Mohio,"16.0,32.0,22.8,S | 151.0,47.0,19.4,W",French Polynesia / Bora Bora / nan / Pacific,2007:21-Mar-07,1.3-Bleaching (% of population),S1=10.0; S2=10.0; S3=5.0; S4=5.0,False,
151.48.556W.16.30.040S | College,"16.0,30.0,2.4,S | 151.0,48.0,33.4,W",French Polynesia / Bora Bora / nan / Pacific,2001:15-Jun-01,2.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
151.48.556W.16.30.040S | College,"16.0,30.0,2.4,S | 151.0,48.0,33.4,W",French Polynesia / Bora Bora / nan / Pacific,2001:15-Jun-01,2.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
151.48.556W.16.30.040S | College,"16.0,30.0,2.4,S | 151.0,48.0,33.4,W",French Polynesia / Bora Bora / nan / Pacific,2002:24-Jun-02,2.0-Bleaching (% of colony),S1=70.0; S2=70.0; S3=70.0; S4=70.0,False,
151.48.556W.16.30.040S | College,"16.0,30.0,2.4,S | 151.0,48.0,33.4,W",French Polynesia / Bora Bora / nan / Pacific,2002:24-Jun-02,2.0-Bleaching (% of population),S1=70.0; S2=70.0; S3=70.0; S4=70.0,False,
151.92E.7.36N | MPA Chuuk,"7.0,21.0,36.0,N | 151.0,55.0,12.0,E",FSM / Chuuk / nan / Pacific,2007:5-Aug-07,3.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
151.92E.7.36N | MPA Chuuk,"7.0,21.0,36.0,N | 151.0,55.0,12.0,E",FSM / Chuuk / nan / Pacific,2007:5-Aug-07,3.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
151.95E.7.95N | North South Pass Chuuk,"7.0,57.0,0.0,N | 151.0,57.0,0.0,E",FSM / Chuuk / nan / Pacific,2007:5-Aug-07,3.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
151.95E.7.95N | North South Pass Chuuk,"7.0,57.0,0.0,N | 151.0,57.0,0.0,E",FSM / Chuuk / nan / Pacific,2007:5-Aug-07,3.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
152.15.482W.16.25.147S | Fausse Passe (Teraea),"16.0,25.0,8.8,S | 152.0,15.0,28.9,W",French Polynesia / Society / Maupiti / Pacific,2007:14-Nov-07,2.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
152.15.482W.16.25.147S | Fausse Passe (Teraea),"16.0,25.0,8.8,S | 152.0,15.0,28.9,W",French Polynesia / Society / Maupiti / Pacific,2007:14-Nov-07,2.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
152.15.482W.16.25.147S | Fausse Passe (Teraea),"16.0,25.0,8.8,S | 152.0,15.0,28.9,W",French Polynesia / Society / Maupiti / Pacific,2008:14-Nov-08,2.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
152.15.482W.16.25.147S | Fausse Passe (Teraea),"16.0,25.0,8.8,S | 152.0,15.0,28.9,W",French Polynesia / Society / Maupiti / Pacific,2008:14-Nov-08,2.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
152.15.623W.16.28.747S | Papa Mahuea,"16.0,28.0,44.8,S | 152.0,15.0,37.4,W",French Polynesia / Society / Maupiti / Pacific,2007:17-Nov-07,1.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
152.15.623W.16.28.747S | Papa Mahuea,"16.0,28.0,44.8,S | 152.0,15.0,37.4,W",French Polynesia / Society / Maupiti / Pacific,2007:17-Nov-07,1.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
152.15.623W.16.28.747S | Papa Mahuea,"16.0,28.0,44.8,S | 152.0,15.0,37.4,W",French Polynesia / Society / Maupiti / Pacific,2008:17-Nov-08,1.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
152.15.623W.16.28.747S | Papa Mahuea,"16.0,28.0,44.8,S | 152.0,15.0,37.4,W",French Polynesia / Society / Maupiti / Pacific,2008:17-Nov-08,1.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
152.15.860W.16.27.713S | Patito,"16.0,27.0,42.8,S | 152.0,15.0,51.6,W",French Polynesia / Society / Maupiti / Pacific,2007:16-Nov-07,2.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
152.15.860W.16.27.713S | Patito,"16.0,27.0,42.8,S | 152.0,15.0,51.6,W",French Polynesia / Society / Maupiti / Pacific,2007:16-Nov-07,2.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
152.15.860W.16.27.713S | Patito,"16.0,27.0,42.8,S | 152.0,15.0,51.6,W",French Polynesia / Society / Maupiti / Pacific,2008:16-Nov-08,2.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
152.15.860W.16.27.713S | Patito,"16.0,27.0,42.8,S | 152.0,15.0,51.6,W",French Polynesia / Society / Maupiti / Pacific,2008:16-Nov-08,2.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
152.29.461E.24.52.976S | Barolin Rocks Reef - Barolin Rocks (Woongarra Marine Park) (Fringing reef leeward) Site 1,"24.0,52.0,58.0,S | 152.0,29.0,27.7,E",Australia / Queensland / Bundaberg / Pacific,2003:7-Jul-03,5.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,did not record fish
152.29.461E.24.52.976S | Barolin Rocks Reef - Barolin Rocks (Woongarra Marine Park) (Fringing reef leeward) Site 1,"24.0,52.0,58.0,S | 152.0,29.0,27.7,E",Australia / Queensland / Bundaberg / Pacific,2003:7-Jul-03,5.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,did not record fish
155.51.35W.19.57.33N | Puako End,"19.0,57.0,33.0,N | 155.0,51.0,35.0,W",USA-HI / Hawaii / Kailua Kona / Pacific,2008:22-Nov-08,10.0-Bleaching (% of colony),S1=25.0; S2=0.0; S3=0.0; S4=50.0,False,
155.51.35W.19.57.33N | Puako End,"19.0,57.0,33.0,N | 155.0,51.0,35.0,W",USA-HI / Hawaii / Kailua Kona / Pacific,2008:22-Nov-08,10.0-Bleaching (% of population),S1=0.5; S2=0.0; S3=0.0; S4=10.0,False,
155.54.43W.19.25.25N | Honaunau/Two Step,"19.0,25.0,25.0,N | 155.0,54.0,43.0,W",USA-HI / Hawaii / Kailua Kona / Pacific,2007:17-Nov-07,4.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
155.54.43W.19.25.25N | Honaunau/Two Step,"19.0,25.0,25.0,N | 155.0,54.0,43.0,W",USA-HI / Hawaii / Kailua Kona / Pacific,2007:17-Nov-07,4.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
155.54.43W.19.25.25N | Honaunau/Two Step,"19.0,25.0,25.0,N | 155.0,54.0,43.0,W",USA-HI / Hawaii / Kailua Kona / Pacific,2008:16-Mar-08,10.5-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
155.54.43W.19.25.25N | Honaunau/Two Step,"19.0,25.0,25.0,N | 155.0,54.0,43.0,W",USA-HI / Hawaii / Kailua Kona / Pacific,2008:16-Mar-08,10.5-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
155.54.43W.19.25.25N | Honaunau/Two Step,"19.0,25.0,25.0,N | 155.0,54.0,43.0,W",USA-HI / Hawaii / Kailua Kona / Pacific,2008:6-Sep-08,3.3-Bleaching (% of colony),S1=1.0; S2=2.0; S3=10.0; S4=50.0,False,
155.54.43W.19.25.25N | Honaunau/Two Step,"19.0,25.0,25.0,N | 155.0,54.0,43.0,W",USA-HI / Hawaii / Kailua Kona / Pacific,2008:6-Sep-08,3.3-Bleaching (% of population),S1=0.025; S2=0.05; S3=1.0; S4=1.0,False,
155.54.43W.19.25.25N | Honaunau/Two Step,"19.0,25.0,25.0,N | 155.0,54.0,43.0,W",USA-HI / Hawaii / Kailua Kona / Pacific,2008:18-Dec-08,6.7-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,no substrate
155.54.43W.19.25.25N | Honaunau/Two Step,"19.0,25.0,25.0,N | 155.0,54.0,43.0,W",USA-HI / Hawaii / Kailua Kona / Pacific,2008:18-Dec-08,6.7-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,no substrate
155.59.55W.19.49.6.6N | KSI,"19.0,49.0,6.6,N | 155.0,59.0,55.0,W",USA-HI / Hawaii / Kona / Pacific,2006:10-Feb-06,11.5-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
155.59.55W.19.49.6.6N | KSI,"19.0,49.0,6.6,N | 155.0,59.0,55.0,W",USA-HI / Hawaii / Kona / Pacific,2006:10-Feb-06,11.5-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
156.0.940W.19.38.620N | Old Kona Airport South mooring to North,"19.0,38.0,37.2,N | 156.0,0.0,56.4,W",USA-HI / Hawaii / Kailua Kona / Pacific,2008:6-Dec-08,12.0-Bleaching (% of colony),S1=0.0; S2=5.0; S3=5.0; S4=0.0,False,
156.0.940W.19.38.620N | Old Kona Airport South mooring to North,"19.0,38.0,37.2,N | 156.0,0.0,56.4,W",USA-HI / Hawaii / Kailua Kona / Pacific,2008:6-Dec-08,12.0-Bleaching (% of population),S1=0.0; S2=1.0; S3=1.0; S4=0.0,False,
156.1.42W.19.40.7N | Honokohau/Crescent Beach,"19.0,40.0,7.0,N | 156.0,1.0,42.0,W",USA-HI / Hawaii / Kailua Kona / Pacific,2008:12-Apr-08,8.3-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
156.1.42W.19.40.7N | Honokohau/Crescent Beach,"19.0,40.0,7.0,N | 156.0,1.0,42.0,W",USA-HI / Hawaii / Kailua Kona / Pacific,2008:12-Apr-08,8.3-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
156.1.42W.19.40.7N | Honokohau/Crescent Beach,"19.0,40.0,7.0,N | 156.0,1.0,42.0,W",USA-HI / Hawaii / Kailua Kona / Pacific,2008:22-Sep-08,10.0-Bleaching (% of colony),S1=95.0; S2=0.0; S3=0.0; S4=2.0,False,
156.1.42W.19.40.7N | Honokohau/Crescent Beach,"19.0,40.0,7.0,N | 156.0,1.0,42.0,W",USA-HI / Hawaii / Kailua Kona / Pacific,2008:22-Sep-08,10.0-Bleaching (% of population),S1=2.0; S2=0.0; S3=0.0; S4=0.05,False,
156.2.099W.19.41.425N | Lead City/Freeze Face to Lone Tree,"19.0,41.0,25.5,N | 156.0,2.0,5.9,W",USA-HI / Hawaii / Kailua Kona / Pacific,2008:6-Dec-08,12.0-Bleaching (% of colony),S1=0.0; S2=5.0; S3=5.0; S4=0.0,False,
156.2.099W.19.41.425N | Lead City/Freeze Face to Lone Tree,"19.0,41.0,25.5,N | 156.0,2.0,5.9,W",USA-HI / Hawaii / Kailua Kona / Pacific,2008:6-Dec-08,12.0-Bleaching (% of population),S1=0.0; S2=1.0; S3=1.0; S4=0.0,False,
156.26.0.21W.20.36.53.95N | Ahihi Cove,"20.0,36.0,54.0,N | 156.0,26.0,0.21,W",USA-HI / Maui / Makena / Pacific,2008:31-Aug-08,2.7-Bleaching (% of colony),S1=30.0; S2=50.0; S3=0.0; S4=50.0,False,
156.26.0.21W.20.36.53.95N | Ahihi Cove,"20.0,36.0,54.0,N | 156.0,26.0,0.21,W",USA-HI / Maui / Makena / Pacific,2008:31-Aug-08,6.0-Bleaching (% of colony),S1=nan; S2=50.0; S3=30.0; S4=nan,False,
156.26.0.21W.20.36.53.95N | Ahihi Cove,"20.0,36.0,54.0,N | 156.0,26.0,0.21,W",USA-HI / Maui / Makena / Pacific,2008:31-Aug-08,2.7-Bleaching (% of population),S1=1.0; S2=1.0; S3=0.0; S4=1.0,False,
156.26.0.21W.20.36.53.95N | Ahihi Cove,"20.0,36.0,54.0,N | 156.0,26.0,0.21,W",USA-HI / Maui / Makena / Pacific,2008:31-Aug-08,6.0-Bleaching (% of population),S1=5.0; S2=10.0; S3=5.0; S4=5.0,False,
156.26.12W.20.36.50N | Ahihi Cove,"20.0,36.0,30.0,N | 156.0,26.0,7.2,W",USA-HI / Maui / Makena / Pacific,2003:30-Nov-03,2.2-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
156.26.12W.20.36.50N | Ahihi Cove,"20.0,36.0,30.0,N | 156.0,26.0,7.2,W",USA-HI / Maui / Makena / Pacific,2003:30-Nov-03,10.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
156.26.12W.20.36.50N | Ahihi Cove,"20.0,36.0,30.0,N | 156.0,26.0,7.2,W",USA-HI / Maui / Makena / Pacific,2003:30-Nov-03,2.2-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
156.26.12W.20.36.50N | Ahihi Cove,"20.0,36.0,30.0,N | 156.0,26.0,7.2,W",USA-HI / Maui / Makena / Pacific,2003:30-Nov-03,10.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
156.26.33W.20.41.29N | Ulua Beach,"20.0,41.0,17.4,N | 156.0,26.0,19.8,W",USA-HI / Maui / Wailea / Pacific,2004:13-Mar-04,2.5-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,"2.5m substrate- surf too high to finish, only entered half"
156.26.33W.20.41.29N | Ulua Beach,"20.0,41.0,17.4,N | 156.0,26.0,19.8,W",USA-HI / Maui / Wailea / Pacific,2004:13-Mar-04,5.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,"2.5m substrate- surf too high to finish, only entered half"
156.26.33W.20.41.29N | Ulua Beach,"20.0,41.0,17.4,N | 156.0,26.0,19.8,W",USA-HI / Maui / Wailea / Pacific,2004:13-Mar-04,2.5-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,"2.5m substrate- surf too high to finish, only entered half"
156.26.33W.20.41.29N | Ulua Beach,"20.0,41.0,17.4,N | 156.0,26.0,19.8,W",USA-HI / Maui / Wailea / Pacific,2004:13-Mar-04,5.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,"2.5m substrate- surf too high to finish, only entered half"
156.26.58W.20.40.26N | Palauea Beach,"20.0,40.0,15.6,N | 156.0,26.0,34.8,W",USA-HI / Maui / Wailea / Pacific,2003:9-Nov-03,5.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
156.26.58W.20.40.26N | Palauea Beach,"20.0,40.0,15.6,N | 156.0,26.0,34.8,W",USA-HI / Maui / Wailea / Pacific,2003:9-Nov-03,10.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
156.26.58W.20.40.26N | Palauea Beach,"20.0,40.0,15.6,N | 156.0,26.0,34.8,W",USA-HI / Maui / Wailea / Pacific,2003:9-Nov-03,5.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
156.26.58W.20.40.26N | Palauea Beach,"20.0,40.0,15.6,N | 156.0,26.0,34.8,W",USA-HI / Maui / Wailea / Pacific,2003:9-Nov-03,10.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
156.36.24.9W.20.48.34.1N | Olowalu,"20.0,48.0,34.1,N | 156.0,36.0,24.9,W",USA-HI / Maui / Olowalu / Pacific,2008:21-Dec-08,3.3-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
156.36.24.9W.20.48.34.1N | Olowalu,"20.0,48.0,34.1,N | 156.0,36.0,24.9,W",USA-HI / Maui / Olowalu / Pacific,2008:21-Dec-08,6.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,S3 of substrate incomplete so not entered
156.36.24.9W.20.48.34.1N | Olowalu,"20.0,48.0,34.1,N | 156.0,36.0,24.9,W",USA-HI / Maui / Olowalu / Pacific,2008:21-Dec-08,3.3-Bleaching (% of population),S1=1.0; S2=1.0; S3=1.0; S4=1.0,False,
156.36.24.9W.20.48.34.1N | Olowalu,"20.0,48.0,34.1,N | 156.0,36.0,24.9,W",USA-HI / Maui / Olowalu / Pacific,2008:21-Dec-08,6.0-Bleaching (% of population),S1=1.0; S2=0.0; S3=1.0; S4=0.0,True,S3 of substrate incomplete so not entered
156.52.17W.20.53.37.2N | Ka Lae Hi (White Stone),"20.0,53.0,37.2,N | 156.0,52.0,17.0,W",USA-HI / Lanai / Lanai City / Pacific,2008:16-Nov-08,1.5-Bleaching (% of colony),S1=90.0; S2=90.0; S3=90.0; S4=90.0,False,
156.52.17W.20.53.37.2N | Ka Lae Hi (White Stone),"20.0,53.0,37.2,N | 156.0,52.0,17.0,W",USA-HI / Lanai / Lanai City / Pacific,2008:16-Nov-08,1.5-Bleaching (% of population),S1=10.0; S2=60.0; S3=5.0; S4=60.0,False,
156.52.703E.8.06.883S | Sanbis Reef,"8.0,6.0,53.0,S | 156.0,52.0,42.2,E",Solomon Islands / Western Province / Gizo / Pacific,2005:20-Oct-05,5.0-Bleaching (% of population),S1=30.0; S2=30.0; S3=30.0; S4=30.0,True,substrate incomplete
156.52.703E.8.06.883S | Sanbis Reef,"8.0,6.0,53.0,S | 156.0,52.0,42.2,E",Solomon Islands / Western Province / Gizo / Pacific,2005:20-Oct-05,10.0-Bleaching (% of population),S1=30.0; S2=30.0; S3=30.0; S4=30.0,True,substrate incomplete
156.53.9W.20.44.0N | Hulopoe Bay,"20.0,44.0,0.0,N | 156.0,53.0,54.0,W",USA-HI / Lanai / nan / Pacific,2004:8-Mar-04,5.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
156.53.9W.20.44.0N | Hulopoe Bay,"20.0,44.0,0.0,N | 156.0,53.0,54.0,W",USA-HI / Lanai / nan / Pacific,2004:8-Mar-04,8.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
156.53.9W.20.44.0N | Hulopoe Bay,"20.0,44.0,0.0,N | 156.0,53.0,54.0,W",USA-HI / Lanai / nan / Pacific,2004:8-Mar-04,5.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=1.0; S4=0.0,False,
156.53.9W.20.44.0N | Hulopoe Bay,"20.0,44.0,0.0,N | 156.0,53.0,54.0,W",USA-HI / Lanai / nan / Pacific,2004:8-Mar-04,8.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
157.26.1.2E.8.42.23.8S | Mbo,"8.0,42.0,23.8,S | 157.0,26.0,1.2,E",Solomon Islands / Western Province / Tetepare Island / Pacific,2005:18-Aug-05,3.0-Bleaching (% of colony),S1=0.0; S2=5.0; S3=0.0; S4=5.0,False,
157.26.1.2E.8.42.23.8S | Mbo,"8.0,42.0,23.8,S | 157.0,26.0,1.2,E",Solomon Islands / Western Province / Tetepare Island / Pacific,2005:18-Aug-05,3.0-Bleaching (% of population),S1=0.0; S2=1.0; S3=0.0; S4=1.0,False,
157.26.1.2E.8.42.23.8S | Mbo,"8.0,42.0,23.8,S | 157.0,26.0,1.2,E",Solomon Islands / Western Province / Tetepare Island / Pacific,2006:6-Jul-06,3.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
157.26.1.2E.8.42.23.8S | Mbo,"8.0,42.0,23.8,S | 157.0,26.0,1.2,E",Solomon Islands / Western Province / Tetepare Island / Pacific,2006:6-Jul-06,3.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
157.26.13E.8.43.11.6S | Station 2,"8.0,43.0,11.6,S | 157.0,26.0,13.0,E",Solomon Islands / Western Province / Tetepare Island / Pacific,2005:20-Oct-05,3.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
157.26.13E.8.43.11.6S | Station 2,"8.0,43.0,11.6,S | 157.0,26.0,13.0,E",Solomon Islands / Western Province / Tetepare Island / Pacific,2005:20-Oct-05,3.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
157.26.13E.8.43.11.6S | Station 2,"8.0,43.0,11.6,S | 157.0,26.0,13.0,E",Solomon Islands / Western Province / Tetepare Island / Pacific,2006:7-Jul-06,3.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
157.26.13E.8.43.11.6S | Station 2,"8.0,43.0,11.6,S | 157.0,26.0,13.0,E",Solomon Islands / Western Province / Tetepare Island / Pacific,2006:7-Jul-06,3.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
157.26.13E.8.43.11.6S | Station 2,"8.0,43.0,11.6,S | 157.0,26.0,13.0,E",Solomon Islands / Western Province / Tetepare Island / Pacific,2006:27-Sep-06,3.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
157.26.13E.8.43.11.6S | Station 2,"8.0,43.0,11.6,S | 157.0,26.0,13.0,E",Solomon Islands / Western Province / Tetepare Island / Pacific,2006:27-Sep-06,3.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
157.26.13E.8.43.8S | Station 1,"8.0,43.0,8.0,S | 157.0,26.0,13.0,E",Solomon Islands / Western Province / Tetepare Island / Pacific,2005:17-Aug-05,3.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
